"artist","firstName","gender","itemInSession","lastName","length","level","location","sessionId","song","userId"
"Nacho Chapado feat. Stephen Massa","Lily","F","38","Koch","479.7122","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","B Somebody","15"
"Kate Nash","Lily","F","39","Koch","179.48689","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Pumpkin Soup","15"
"Benny Neyman","Lily","F","40","Koch","224.7571","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Waarom Fluister Ik Je Naam Nog","15"
"Boyzone","Lily","F","41","Koch","219.81995","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","All That I Need","15"
"Philip Glass","Lily","F","42","Koch","426.78812","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Chinese Invade","15"
"The Pussycat Dolls","Lily","F","43","Koch","225.61914","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Buttons","15"
"Madonna","Lily","F","44","Koch","260.75383","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Beautiful Stranger","15"
"Asking Alexandria","Lily","F","45","Koch","248.99873","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Hey There Mr. Brooks (feat. Feat. Shawn Mike of Alesana)","15"
"Pavement","Lily","F","46","Koch","99.16036","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Mercy:The Laundromat","15"
"Jack Johnson","Lily","F","47","Koch","236.93016","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Bubble Toes","15"
"Train","Lily","F","48","Koch","244.1922","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Calling All Angels","15"
"Cam'Ron / Juelz Santana","Lily","F","49","Koch","208.3522","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Oh Boy","15"
"Sugar Ray","Lily","F","50","Koch","218.33098","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","When It's Over (Remastered Album Version)","15"
"BeyoncÃÂ©","Lily","F","51","Koch","209.18812","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Broken-Hearted Girl","15"
"Faith No More","Lily","F","52","Koch","249.86077","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Last Cup Of Sorrow","15"
"Jokeren","Lily","F","53","Koch","239.49016","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Kvinde Din - MÃÂ¸gluder","15"
"Ween","Lily","F","54","Koch","250.17424","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Demon Sweat","15"
"King Diamond","Lily","F","55","Koch","408.47628","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","No Presents For Christmas","15"
"Mint Condition","Lily","F","56","Koch","279.06567","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Somethin' (feat. Phonte from Little Brother)","15"
"Delorean","Lily","F","57","Koch","272.63955","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Complexity Reducer","15"
"MylÃÂ¨ne Farmer","Lily","F","58","Koch","257.2273","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Porno Graphique","15"
"Green Day","Lily","F","59","Koch","194.06322","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Horseshoes And Handgrenades (Album Version)","15"
"Disturbed","Devin","M","0","Larson","185.65179","free","Tampa-St. Petersburg-Clearwater, FL","746","Sacred Lie (Album Version)","60"
"The New Pornographers","Lily","F","60","Koch","256.41751","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Adventures In Solitude","15"
"Sugarcult","Devin","M","1","Larson","199.13098","free","Tampa-St. Petersburg-Clearwater, FL","746","Saying Goodbye","60"
"Plies","Lily","F","61","Koch","231.6273","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Goons Lurkin (Explicit Album Version)","15"
"Daft Punk","Devin","M","2","Larson","207.59465","free","Tampa-St. Petersburg-Clearwater, FL","746","Aerodynamic","60"
"Train","Ryan","M","0","Smith","216.76363","free","San Jose-Sunnyvale-Santa Clara, CA","751","Hey_ Soul Sister","26"
"The Smiths","Emily","F","0","Benson","242.9122","paid","Augusta-Richmond County, GA-SC","720","There Is A Light That Never Goes Out","58"
"New Radicals","Harper","M","0","Barrett","300.82567","paid","New York-Newark-Jersey City, NY-NJ-PA","747","You Get What You Give","42"
"The Features","Emily","F","1","Benson","125.46567","paid","Augusta-Richmond County, GA-SC","720","Exhibit A","58"
"Ella Fitzgerald","Harper","M","1","Barrett","427.15383","paid","New York-Newark-Jersey City, NY-NJ-PA","747","On Green Dolphin Street (Medley) (1999 Digital Remaster)","42"
"Toro Y Moi","Emily","F","2","Benson","182.02077","paid","Augusta-Richmond County, GA-SC","720","Causers Of This","58"
"DJ Dizzy","Emily","F","3","Benson","221.1522","paid","Augusta-Richmond County, GA-SC","720","Sexy Bitch","58"
"Cartola","Harper","M","2","Barrett","127.242","paid","New York-Newark-Jersey City, NY-NJ-PA","747","Tive Sim","42"
"The Casualties","Harper","M","3","Barrett","131.23873","paid","New York-Newark-Jersey City, NY-NJ-PA","747","Fight For Your Life","42"
"Panic! At The Disco","Harper","M","4","Barrett","186.64444","paid","New York-Newark-Jersey City, NY-NJ-PA","747","I Write Sins Not Tragedies (Album Version)","42"
"The Wallflowers","Harper","M","5","Barrett","421.17179","paid","New York-Newark-Jersey City, NY-NJ-PA","747","Hollywood","42"
"Rick James","Harper","M","6","Barrett","295.31383","paid","New York-Newark-Jersey City, NY-NJ-PA","747","Mary Jane","42"
"RÃÂ¶yksopp","Harper","M","7","Barrett","300.14649","paid","New York-Newark-Jersey City, NY-NJ-PA","747","What Else Is There?","42"
"Lamb","Harper","M","8","Barrett","352.20853","paid","New York-Newark-Jersey City, NY-NJ-PA","747","Gabriel","42"
"Joe Nichols","Harper","M","9","Barrett","237.5571","paid","New York-Newark-Jersey City, NY-NJ-PA","747","Talk Me Out Of Tampa","42"
"Samy Deluxe","Kaleb","M","0","Cook","191.16363","free","Yuba City, CA","743","Pdsa","54"
"Sepultura","Harper","M","10","Barrett","199.23546","paid","New York-Newark-Jersey City, NY-NJ-PA","747","Refuse/Resist (Explicit Album Version)","42"
"Ozzy Osbourne","Kaleb","M","1","Cook","248.42404","free","Yuba City, CA","743","Secret Loser","54"
"VCR","Brayden","M","0","Clark","193.69751","free","New York-Newark-Jersey City, NY-NJ-PA","736","On Its Way Out","41"
"P!nk","Stefany","F","0","White","227.02975","free","Lubbock, TX","697","Glitter In The Air","83"
"DAVE MATTHEWS BAND","Stefany","F","1","White","239.35955","free","Lubbock, TX","697","Time Bomb","83"
"Summer Cats","Stefany","F","2","White","219.42812","free","Lubbock, TX","697","Wild Rice","83"
"Liquid Spill","Aleena","F","1","Kirby","376.16281","paid","Waterloo-Cedar Falls, IA","639","Words- Till the mornin' comes Mix","44"
"Ressurrection Band","Aleena","F","2","Kirby","183.17016","paid","Waterloo-Cedar Falls, IA","639","First Degree Apathy","44"
"Meat Loaf","Aleena","F","3","Kirby","236.38159","paid","Waterloo-Cedar Falls, IA","639","Because Of You","44"
"Josh Rouse","Aleena","F","4","Kirby","258.87302","paid","Waterloo-Cedar Falls, IA","639","My Love Has Gone","44"
"Maddy Prior & Tim Hart","Aleena","F","5","Kirby","141.37424","paid","Waterloo-Cedar Falls, IA","639","Cannily Cannily","44"
"Bunbury","Aleena","F","6","Kirby","533.78567","paid","Waterloo-Cedar Falls, IA","639","Demasiado Tarde (Ahorita Mismo)","44"
"Jason Mraz","Aleena","F","7","Kirby","252.39465","paid","Waterloo-Cedar Falls, IA","639","Live High (Album Version)","44"
"The dB's","Aleena","F","8","Kirby","118.41261","paid","Waterloo-Cedar Falls, IA","639","Black And White","44"
"Camera Obscura","Aleena","F","9","Kirby","170.89261","paid","Waterloo-Cedar Falls, IA","639","The Sun On His Back","44"
"Juanes","Aleena","F","10","Kirby","248.97261","paid","Waterloo-Cedar Falls, IA","639","Para Tu Amor","44"
"ATB","Aleena","F","11","Kirby","262.21669","paid","Waterloo-Cedar Falls, IA","639","Marrakech","44"
"Cracker","Aleena","F","12","Kirby","205.03465","paid","Waterloo-Cedar Falls, IA","639","I'm A Little Rocket Ship","44"
"Blue Man Group","Aleena","F","13","Kirby","386.53342","paid","Waterloo-Cedar Falls, IA","639","The Complex","44"
"At Vance","Aleena","F","14","Kirby","201.82159","paid","Waterloo-Cedar Falls, IA","639","Heart Of Steel","44"
"Wim Mertens","Aleena","F","15","Kirby","289.88036","paid","Waterloo-Cedar Falls, IA","639","Houfnice","44"
"Beirut","Aleena","F","16","Kirby","142.31465","paid","Waterloo-Cedar Falls, IA","639","The Penalty","44"
"Jonathan Edwards","Aleena","F","17","Kirby","238.39302","paid","Waterloo-Cedar Falls, IA","639","Longest Ride (LP Version )","44"
"Shout Out Louds","Aleena","F","18","Kirby","215.97995","paid","Waterloo-Cedar Falls, IA","639","There's Nothing","44"
"John Mayer","Kaylee","F","1","Summers","255.11138","free","Phoenix-Mesa-Scottsdale, AZ","705","War Of My Life","8"
"Los Campesinos!","Aleena","F","19","Kirby","119.11791","paid","Waterloo-Cedar Falls, IA","639","(PLAN A)","44"
"Scissor Sisters","Aleena","F","20","Kirby","271.85587","paid","Waterloo-Cedar Falls, IA","639","Take Your Mama","44"
"Kid Cudi Vs Crookers","Aleena","F","21","Kirby","162.97751","paid","Waterloo-Cedar Falls, IA","639","Day 'N' Nite","44"
"Ana Torroja","Aleena","F","22","Kirby","311.66649","paid","Waterloo-Cedar Falls, IA","639","Un AÃÂ±o Mas","44"
"John Mayer","Aleena","F","24","Kirby","250.38322","paid","Waterloo-Cedar Falls, IA","639","Half Of My Heart","44"
"Lyle Mays","Kinsley","F","0","Young","240.97914","paid","Red Bluff, CA","759","This Moment (Album Version)","85"
"Beenie Man","Aleena","F","25","Kirby","230.03383","paid","Waterloo-Cedar Falls, IA","639","Girls Dem Sugar","44"
"The-Dream / Fabolous","Kinsley","F","1","Young","262.81751","paid","Red Bluff, CA","759","Shawty Is Da Sh*!","85"
"Soul II Soul","Aleena","F","26","Kirby","239.67302","paid","Waterloo-Cedar Falls, IA","639","How Long","44"
"Arcade Fire","Kinsley","F","2","Young","169.19465","paid","Red Bluff, CA","759","I'm Sleeping In A Submarine","85"
"Kansas","Aleena","F","27","Kirby","233.03791","paid","Waterloo-Cedar Falls, IA","639","Hold On","44"
"Snow Patrol","Kinsley","F","3","Young","223.18975","paid","Red Bluff, CA","759","Set Down Your Glass","85"
"Taylor Swift","Aleena","F","28","Kirby","224.9922","paid","Waterloo-Cedar Falls, IA","639","Forever & Always","44"
"Kylie Minogue","Kinsley","F","4","Young","271.3073","paid","Red Bluff, CA","759","Come Into My World","85"
"Paulina Rubio","Aleena","F","29","Kirby","174.31465","paid","Waterloo-Cedar Falls, IA","639","Un Dia Gris","44"
"Andrew Bird","Kinsley","F","5","Young","252.31628","paid","Red Bluff, CA","759","Fiery Crash","85"
"The Rapture","Aleena","F","30","Kirby","323.47383","paid","Waterloo-Cedar Falls, IA","639","Open Up Your Heart","44"
"Horkyze Slyze","Kinsley","F","6","Young","124.44689","paid","Red Bluff, CA","759","Fakty","85"
"The Killers","Aleena","F","31","Kirby","220.89098","paid","Waterloo-Cedar Falls, IA","639","When You Were Young","44"
"Jason Mraz","Kinsley","F","7","Young","252.39465","paid","Red Bluff, CA","759","Live High (Album Version)","85"
"Lady GaGa","Aleena","F","32","Kirby","263.33995","paid","Waterloo-Cedar Falls, IA","639","Paper Gangsta","44"
"Hans Zimmer_ James Newton Howard","Kinsley","F","8","Young","265.50812","paid","Red Bluff, CA","759","Nycteris","85"
"Soltero","Aleena","F","33","Kirby","191.7122","paid","Waterloo-Cedar Falls, IA","639","Step Through The Door","44"
"Blur","Aleena","F","34","Kirby","237.03465","paid","Waterloo-Cedar Falls, IA","639","Country House","44"
"Carlton Livingston_ Shabba Ranks","Aleena","F","35","Kirby","226.32444","paid","Waterloo-Cedar Falls, IA","639","Rumours","44"
"Finger Eleven","Aleena","F","36","Kirby","208.1171","paid","Waterloo-Cedar Falls, IA","639","Paralyzer","44"
"Elbee Bad","Aleena","F","37","Kirby","254.53669","paid","Waterloo-Cedar Falls, IA","639","Dream On! New Age Of Faith / Smokebelch","44"
"Boney James","Molly","F","0","Taylor","327.3922","free","St. Louis, MO-IL","740","Seduction (Album Version)","35"
"Sauce Money Featuring Memphis Bleek","Aleena","F","38","Kirby","280.21506","paid","Waterloo-Cedar Falls, IA","639","What We Do (Explicit) (Feat. Memphis Bleek)","44"
"Toy Matinee","Aleena","F","39","Kirby","297.19465","paid","Waterloo-Cedar Falls, IA","639","Things She Said","44"
"Markus KrunegÃÂ¥rd","Aleena","F","40","Kirby","256.93995","paid","Waterloo-Cedar Falls, IA","639","Jag ÃÂ¤r en vampyr","44"
"The Mountain Goats","Aleena","F","41","Kirby","222.74567","paid","Waterloo-Cedar Falls, IA","639","Heretic Pride","44"
"Modest Mouse","Sienna","F","0","Colon","209.52771","free","Las Cruces, NM","386","Float On","81"
"Emiliana Torrini","Aleena","F","42","Kirby","184.29342","paid","Waterloo-Cedar Falls, IA","639","Sunny Road","44"
"Habib KoitÃÂ©","Sienna","F","1","Colon","305.71057","free","Las Cruces, NM","386","Baro","81"
"Lonnie Gordon","Adler","M","1","Barrera","181.21098","free","New York-Newark-Jersey City, NY-NJ-PA","595","Catch You Baby (Steve Pitron & Max Sanna Radio Edit)","100"
"Busdriver","Aleena","F","43","Kirby","202.16118","paid","Waterloo-Cedar Falls, IA","639","The Troglodyte Wins","44"
"SOJA","Sienna","F","2","Colon","285.25669","free","Las Cruces, NM","386","Rasta Courage","81"
"Mike And The Mechanics","Aleena","F","44","Kirby","275.12118","paid","Waterloo-Cedar Falls, IA","639","A Beggar On A Beach Of Gold","44"
"Evanescence","Aleena","F","45","Kirby","224.10404","paid","Waterloo-Cedar Falls, IA","639","Lithium","44"
"Justin Bieber","Aleena","F","46","Kirby","229.0673","paid","Waterloo-Cedar Falls, IA","639","One Less Lonely Girl","44"
"Brandon Heath","Aleena","F","47","Kirby","232.69832","paid","Waterloo-Cedar Falls, IA","639","Give Me Your Eyes","44"
"Samael","Lily","F","0","Burns","221.33506","free","New York-Newark-Jersey City, NY-NJ-PA","756","Under One Flag","32"
"Steve Bug","Aleena","F","51","Kirby","438.67383","paid","Waterloo-Cedar Falls, IA","639","Smackman","44"
"Guns N' Roses","Aleena","F","52","Kirby","208.48281","paid","Waterloo-Cedar Falls, IA","639","Down On The Farm","44"
"New Boyz","Aleena","F","53","Kirby","178.80771","paid","Waterloo-Cedar Falls, IA","639","Tie Me Down [feat. Ray J] (Amended Album Version)","44"
"Train","Aleena","F","54","Kirby","216.76363","paid","Waterloo-Cedar Falls, IA","639","Hey_ Soul Sister","44"
"Randy Crawford","Aleena","F","55","Kirby","270.75873","paid","Waterloo-Cedar Falls, IA","639","Almaz","44"
"Cro-Mags","Jacob","M","0","Rogers","206.99383","free","San Diego-Carlsbad, CA","459","Eyes Of Tomorrow","18"
"Animal Collective","Ryan","M","0","Smith","322.0371","free","San Jose-Sunnyvale-Santa Clara, CA","767","In The Flowers","26"
"Marisa Monte","Chloe","F","2","Cuevas","290.95138","paid","San Francisco-Oakland-Hayward, CA","758","O Xote Das Meninas/Asa Branca/Hino A Sao Jose","49"
"Hollywood Undead","Chloe","F","3","Cuevas","210.52036","paid","San Francisco-Oakland-Hayward, CA","758","Everywhere I Go","49"
"JosÃÂ© GonzÃÂ¡lez","Chloe","F","4","Cuevas","162.97751","paid","San Francisco-Oakland-Hayward, CA","758","Crosses","49"
"Tom Petty And The Heartbreakers","Chloe","F","5","Cuevas","241.52771","paid","San Francisco-Oakland-Hayward, CA","758","Learning To Fly","49"
"Sara Bareilles","Chloe","F","6","Cuevas","233.37751","paid","San Francisco-Oakland-Hayward, CA","758","Gravity","49"
"Asian Dub Foundation","Chloe","F","7","Cuevas","264.69832","paid","San Francisco-Oakland-Hayward, CA","758","Rise To The Challenge","49"
"Cast Of Camp Rock","Ayla","F","0","Johnson","190.71955","free","Santa Rosa, CA","729","We Rock","63"
"The Killers","Chloe","F","8","Cuevas","287.73832","paid","San Francisco-Oakland-Hayward, CA","758","All The Pretty Faces","49"
"Yung Berg feat. Young Jeezy & Ludacris","Ayla","F","1","Johnson","177.162","free","Santa Rosa, CA","729","285 (feat. Young Jeezy & Ludacris)","63"
"Sin Bandera","Ayla","F","2","Johnson","252.78649","free","Santa Rosa, CA","729","Si Me Besas","63"
"Black Eyed Peas","Chloe","F","9","Cuevas","229.61587","paid","San Francisco-Oakland-Hayward, CA","758","Let's Get It Started","49"
"OneRepublic","Ayla","F","3","Johnson","208.14322","free","Santa Rosa, CA","729","Apologize","63"
"Charlie Louvin","Chloe","F","10","Cuevas","170.86649","paid","San Francisco-Oakland-Hayward, CA","758","I Think I'll Live","49"
"Ill Nino","Chloe","F","11","Cuevas","202.57914","paid","San Francisco-Oakland-Hayward, CA","758","Unframed (Album Version)","49"
"Coldplay","Chloe","F","12","Cuevas","294.1122","paid","San Francisco-Oakland-Hayward, CA","758","Fix You","49"
"Kansas","Chloe","F","13","Cuevas","275.9571","paid","San Francisco-Oakland-Hayward, CA","758","Carry On Wayward Son","49"
"Kurtis Blow","Colm","M","0","Santana","353.88036","free","Nashville-Davidson--Murfreesboro--Franklin, TN","722","The Breaks","67"
"Chromeo","Sylvie","F","0","Cruz","171.57179","free","Washington-Arlington-Alexandria, DC-VA-MD-WV","717","Momma's Boy","10"
"Beach House","Chloe","F","14","Cuevas","322.71628","paid","San Francisco-Oakland-Hayward, CA","758","Walk In The Park","49"
"BeyoncÃÂ©","Chloe","F","15","Cuevas","236.35546","paid","San Francisco-Oakland-Hayward, CA","758","Ego","49"
"Kid Cudi / MGMT / Ratatat","Chloe","F","16","Cuevas","295.67955","paid","San Francisco-Oakland-Hayward, CA","758","Pursuit Of Happiness (nightmare)","49"
"Erin McKeown","Chloe","F","17","Cuevas","292.75383","paid","San Francisco-Oakland-Hayward, CA","758","Daisy And Prudence","49"
"Andres Calamaro","Chloe","F","18","Cuevas","263.83628","paid","San Francisco-Oakland-Hayward, CA","758","Los Aviones","49"
"Akon","Chloe","F","19","Cuevas","253.77914","paid","San Francisco-Oakland-Hayward, CA","758","Freedom","49"
"Los Bunkers","Chloe","F","20","Cuevas","217.83465","paid","San Francisco-Oakland-Hayward, CA","758","Ven AquÃÂ­","49"
"Steely Dan","Chloe","F","21","Cuevas","273.94567","paid","San Francisco-Oakland-Hayward, CA","758","Reelin' In The Years","49"
"Aterciopelados","Chloe","F","22","Cuevas","169.45587","paid","San Francisco-Oakland-Hayward, CA","758","Complemento","49"
"The Avett Brothers","Chloe","F","26","Cuevas","291.36934","paid","San Francisco-Oakland-Hayward, CA","758","Laundry Room","49"
"Metallica","Chloe","F","27","Cuevas","284.86485","paid","San Francisco-Oakland-Hayward, CA","758","Fight Fire With Fire","49"
"Rihanna","Chloe","F","28","Cuevas","208.40444","paid","San Francisco-Oakland-Hayward, CA","758","Te Amo","49"
"Sepultura","Chloe","F","29","Cuevas","238.62812","paid","San Francisco-Oakland-Hayward, CA","758","More Of The Same","49"
"Fate","Ryan","M","1","Smith","290.58567","free","San Jose-Sunnyvale-Santa Clara, CA","783","(I Can't Stand) Losing You (2004 Digital Remaster)","26"
"Stone Temple Pilots","Chloe","F","30","Cuevas","155.24526","paid","San Francisco-Oakland-Hayward, CA","758","Days Of The Week (Album Version)","49"
"Sean Kingston and Justin Bieber","Ryan","M","2","Smith","201.9522","free","San Jose-Sunnyvale-Santa Clara, CA","783","Eenie Meenie","26"
"Iron Maiden","Chloe","F","31","Cuevas","233.76934","paid","San Francisco-Oakland-Hayward, CA","758","Run To The Hills (1998 Digital Remaster)","49"
"Blackalicious","Chloe","F","32","Cuevas","206.36689","paid","San Francisco-Oakland-Hayward, CA","758","Make You Feel That Way","49"
"Deftones","Kinsley","F","2","Young","372.97587","paid","Red Bluff, CA","776","Head Up (LP Version)","85"
"Destiny's Child","Chloe","F","33","Cuevas","271.33342","paid","San Francisco-Oakland-Hayward, CA","758","Say My Name","49"
"Cat Stevens","Chloe","F","34","Cuevas","167.6273","paid","San Francisco-Oakland-Hayward, CA","758","If You Want To Sing Out_ Sing Out","49"
"The Notorious B.I.G.","Kinsley","F","3","Young","239.75138","paid","Red Bluff, CA","776","Playa Hater (Amended Version)","85"
"Eminem / Dr. Dre / 50 Cent","Chloe","F","35","Cuevas","297.482","paid","San Francisco-Oakland-Hayward, CA","758","Crack A Bottle","49"
"Orchestral Manoeuvres In The Dark","Kinsley","F","4","Young","263.26159","paid","Red Bluff, CA","776","Stay (The Black Rose And The Universal Wheel)","85"
"Vangelis","Kinsley","F","5","Young","280.21506","paid","Red Bluff, CA","776","Roxane's Veil","85"
"Spandau Ballet","Kinsley","F","6","Young","333.63546","paid","Red Bluff, CA","776","TRUE","85"
"The Pussycat Dolls","Kinsley","F","8","Young","197.90322","paid","Red Bluff, CA","776","I'm Done","85"
"The Hollies","Kinsley","F","9","Young","252.96934","paid","Red Bluff, CA","776","I'm Down","85"
"Lily Allen","Kinsley","F","10","Young","190.95465","paid","Red Bluff, CA","776","LDN","85"
"Fall Out Boy","Kinsley","F","11","Young","231.47057","paid","Red Bluff, CA","776","She's My Winona","85"
"Metallica","Kinsley","F","12","Young","396.40771","paid","Red Bluff, CA","776","The Unforgiven II","85"
"Journey","Hannah","F","0","Calhoun","244.06159","free","Los Angeles-Long Beach-Anaheim, CA","410","Loved By You","64"
"O-Zone","Kinsley","F","13","Young","213.7073","paid","Red Bluff, CA","776","Dragostea din tin (ma-ya-hi)","85"
"The Spinners","Chloe","F","37","Cuevas","187.27138","paid","San Francisco-Oakland-Hayward, CA","758","It's A Shame","49"
"Murs","Kinsley","F","14","Young","256.7571","paid","Red Bluff, CA","776","Bad Man!","85"
"Navajita Platea","Chloe","F","38","Cuevas","261.14567","paid","San Francisco-Oakland-Hayward, CA","758","Desde Mi Azotea (Version JDK)","49"
"Basshunter","Kinsley","F","15","Young","207.0722","paid","Red Bluff, CA","776","Boten Anna [Radio edit]","85"
"Melody Gardot","Chloe","F","39","Cuevas","322.97751","paid","San Francisco-Oakland-Hayward, CA","758","Some Lessons","49"
"Maelo Ruiz","Kinsley","F","16","Young","292.77995","paid","Red Bluff, CA","776","Te Va A Doler","85"
"Aaliyah","Chloe","F","40","Cuevas","289.88036","paid","San Francisco-Oakland-Hayward, CA","758","At Your Best You Are Love","49"
"Dwight Yoakam","Kinsley","F","17","Young","239.3073","paid","Red Bluff, CA","776","You're The One","85"
"Coldplay","Chloe","F","41","Cuevas","307.51302","paid","San Francisco-Oakland-Hayward, CA","758","Clocks","49"
"Fragma","Kinsley","F","18","Young","440.76363","paid","Red Bluff, CA","776","Everytime You Need Me (Pulsedriver Remix) (Instrumental)","85"
"Rihanna","Chloe","F","42","Cuevas","268.25098","paid","San Francisco-Oakland-Hayward, CA","758","Don't Stop The Music","49"
"Temple Of The Dog","Kinsley","F","19","Young","243.9571","paid","Red Bluff, CA","776","Hunger Strike","85"
"Tears For Fears","Chloe","F","43","Cuevas","255.34649","paid","San Francisco-Oakland-Hayward, CA","758","Head Over Heels","49"
"Base Ball Bear","Kinsley","F","20","Young","255.60771","paid","Red Bluff, CA","776","Sayonara-Nostalgia","85"
"Train","Chloe","F","44","Cuevas","234.50077","paid","San Francisco-Oakland-Hayward, CA","758","Skyscraper","49"
"Rufus Wainwright","Kinsley","F","21","Young","249.62567","paid","Red Bluff, CA","776","Hallelujah","85"
"Confederate Railroad","Chloe","F","45","Cuevas","202.57914","paid","San Francisco-Oakland-Hayward, CA","758","Jesus And Mama (LP Version)","49"
"Leona Lewis","Kinsley","F","22","Young","203.88526","paid","Red Bluff, CA","776","Forgive Me","85"
"Panic At The Disco","Chloe","F","46","Cuevas","259.29098","paid","San Francisco-Oakland-Hayward, CA","758","Behind The Sea [Live In Chicago]","49"
"Jesse Cook","Kinsley","F","26","Young","240.43057","paid","Red Bluff, CA","776","Byzantium Underground","85"
"Gorillaz","Chloe","F","47","Cuevas","221.20444","paid","San Francisco-Oakland-Hayward, CA","758","Feel Good Inc (Album Version)","49"
"Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner","Kinsley","F","27","Young","277.15873","paid","Red Bluff, CA","776","Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile)","85"
"Paramore","Chloe","F","48","Cuevas","267.65016","paid","San Francisco-Oakland-Hayward, CA","758","The Only Exception (Album Version)","49"
"Yonder Mountain String Band","Kinsley","F","28","Young","297.58649","paid","Red Bluff, CA","776","Boatman's Dance","85"
"Nine Inch Nails","Kinsley","F","29","Young","293.69424","paid","Red Bluff, CA","776","Dead Souls (LP Version)","85"
"Robert Calvert","Kinsley","F","30","Young","140.61669","paid","Red Bluff, CA","776","The Making Of Midgard (2007 Digital Remaster)","85"
"Abydos","Kinsley","F","31","Young","76.85179","paid","Red Bluff, CA","776","Green's Guidance For A Stategy Adventure Game","85"
"Karsh Kale","Kinsley","F","32","Young","446.27546","paid","Red Bluff, CA","776","Break of Dawn","85"
"Machine Head","Kinsley","F","33","Young","542.58893","paid","Red Bluff, CA","776","Halo (Explicit Album Version)","85"
"Orishas","Chloe","F","50","Cuevas","247.43138","paid","San Francisco-Oakland-Hayward, CA","758","Quien Te Dijo","49"
"Common / Vinia Mojica / Roy Hargrove / Femi Kuti","Kinsley","F","34","Young","356.07465","paid","Red Bluff, CA","776","Time Traveling (A Tribute To Fela)","85"
"Ricardo Montaner","Chloe","F","51","Cuevas","249.41669","paid","San Francisco-Oakland-Hayward, CA","758","Y Como  Es El","49"
"Denise Jannah","Kinsley","F","35","Young","477.04771","paid","Red Bluff, CA","776","'Round Midnight","85"
"Loudon Wainwright III","Chloe","F","52","Cuevas","147.74812","paid","San Francisco-Oakland-Hayward, CA","758","I Suppose","49"
"Seeed","Chloe","F","53","Cuevas","192.80934","paid","San Francisco-Oakland-Hayward, CA","758","Ding (Thing Feat. Saian Supa Crew)","49"
"Yung Berg","Chloe","F","54","Cuevas","230.63465","paid","San Francisco-Oakland-Hayward, CA","758","Do That There (featuring Dude 'N Nem)","49"
"My Chemical Romance","Ryan","M","0","Smith","184.71138","free","San Jose-Sunnyvale-Santa Clara, CA","789","I'm Not Okay (I Promise) (Live From Sessions@AOL)","26"
"Country Joe & The Fish","Chloe","F","55","Cuevas","294.76526","paid","San Francisco-Oakland-Hayward, CA","758","Rockin Round The World","49"
"Linkin Park","Ryan","M","1","Smith","208.92689","free","San Jose-Sunnyvale-Santa Clara, CA","789","What I've Done (Album Version)","26"
"Emiliana Torrini","Chloe","F","56","Cuevas","257.67138","paid","San Francisco-Oakland-Hayward, CA","758","Me And Armini","49"
"Viola","Chloe","F","57","Cuevas","260.25751","paid","San Francisco-Oakland-Hayward, CA","758","Nostalgia Amnesia","49"
"Panic At The Disco","Chloe","F","58","Cuevas","114.31138","paid","San Francisco-Oakland-Hayward, CA","758","Folkin' Around [Live In Chicago]","49"
"Travis","Chloe","F","59","Cuevas","204.7473","paid","San Francisco-Oakland-Hayward, CA","758","Good Feeling","49"
"Kings Of Leon","Chloe","F","60","Cuevas","201.79546","paid","San Francisco-Oakland-Hayward, CA","758","Revelry","49"
"The Darkness","Chloe","F","61","Cuevas","206.81098","paid","San Francisco-Oakland-Hayward, CA","758","One Way Ticket [Radio Edit]","49"
"Florence + The Machine","Chloe","F","62","Cuevas","168.64608","paid","San Francisco-Oakland-Hayward, CA","758","You've Got The Love","49"
"Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner","Mohammad","M","0","Rodriguez","277.15873","paid","Sacramento--Roseville--Arden-Arcade, CA","961","Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile)","88"
